dataset,neuron,mean,cov,mean_std,cov_std,mean_0,cov_0,jitter_0,loc_0,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,1131,[nan nan],"[[ 0.01 -0.02]
 [-0.03 -0.02]]",[nan nan],"[[0.02 0.04]
 [0.05 0.03]]",[nan nan],"[[ 0.05 -0.1 ]
 [-0.13 -0.09]]",[0.03 0.01],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0332
Dataset 05,1132,[nan nan],"[[-0.01 -0.01]
 [-0.02  0.01]]",[nan nan],"[[0.01 0.01]
 [0.04 0.02]]",[nan nan],"[[-0.03 -0.03]
 [-0.1   0.05]]",[ 0.03 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0333
Dataset 05,1133,[nan nan],"[[-0.02  0.01]
 [-0.02  0.  ]]",[nan nan],"[[0.03 0.03]
 [0.04 0.01]]",[nan nan],"[[-0.08  0.07]
 [-0.11  0.02]]",[0.03 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0334
Dataset 05,1134,[nan nan],"[[-0.02 -0.02]
 [-0.03 -0.01]]",[nan nan],"[[0.05 0.05]
 [0.05 0.03]]",[nan nan],"[[-0.12 -0.11]
 [-0.14 -0.07]]",[0.03 0.03],[nan nan],[0.01 0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0335
Dataset 05,1135,[nan nan],"[[-0.03 -0.02]
 [ 0.01 -0.01]]",[nan nan],"[[0.05 0.03]
 [0.03 0.02]]",[nan nan],"[[-0.14 -0.08]
 [ 0.06 -0.05]]",[-0.04 -0.05],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0336
Dataset 05,1136,[nan nan],"[[ 0.02 -0.  ]
 [-0.03  0.01]]",[nan nan],"[[0.04 0.01]
 [0.05 0.03]]",[nan nan],"[[ 0.1  -0.02]
 [-0.13  0.07]]",[-0.02  0.05],[nan nan],[-0.    0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0337
Dataset 05,1137,[nan nan],"[[ 0.    0.01]
 [ 0.02 -0.  ]]",[nan nan],"[[0.01 0.02]
 [0.03 0.01]]",[nan nan],"[[ 0.02  0.05]
 [ 0.08 -0.02]]",[0.04 0.01],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0338
Dataset 05,1138,[nan nan],"[[ 0.03  0.01]
 [-0.   -0.03]]",[nan nan],"[[0.05 0.01]
 [0.   0.05]]",[nan nan],"[[ 0.13  0.03]
 [-0.   -0.13]]",[-0.05  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0339
Dataset 05,1139,[nan nan],"[[-0.02  0.02]
 [-0.01  0.02]]",[nan nan],"[[0.03 0.04]
 [0.03 0.04]]",[nan nan],"[[-0.08  0.09]
 [-0.07  0.1 ]]",[ 0.01 -0.01],[nan nan],[ 0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0340
Dataset 05,1140,[nan nan],"[[ 0.01  0.02]
 [ 0.02 -0.01]]",[nan nan],"[[0.02 0.04]
 [0.04 0.03]]",[nan nan],"[[ 0.06  0.11]
 [ 0.1  -0.07]]",[-0.01 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0341
Dataset 05,1141,[nan nan],"[[ 0.02  0.  ]
 [ 0.   -0.  ]]",[nan nan],"[[0.04 0.01]
 [0.   0.01]]",[nan nan],"[[ 0.1   0.02]
 [ 0.01 -0.02]]",[-0.05  0.05],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0342
Dataset 05,1142,[nan nan],"[[-0.01  0.  ]
 [-0.03  0.  ]]",[nan nan],"[[0.01 0.  ]
 [0.05 0.01]]",[nan nan],"[[-0.03  0.01]
 [-0.13  0.02]]",[-0.04 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0343
Dataset 05,1143,[nan nan],"[[-0.02 -0.  ]
 [ 0.01  0.  ]]",[nan nan],"[[0.04 0.01]
 [0.02 0.  ]]",[nan nan],"[[-0.1  -0.02]
 [ 0.06  0.01]]",[-0.02 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0344
Dataset 05,1144,[nan nan],"[[ 0.02  0.  ]
 [ 0.02 -0.  ]]",[nan nan],"[[0.05 0.  ]
 [0.03 0.  ]]",[nan nan],"[[ 0.12  0.01]
 [ 0.08 -0.  ]]",[-0.03  0.03],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0345
Dataset 05,1145,[nan nan],"[[0.01 0.02]
 [0.02 0.01]]",[nan nan],"[[0.01 0.04]
 [0.03 0.03]]",[nan nan],"[[0.03 0.1 ]
 [0.08 0.07]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0346
Dataset 05,1146,[nan nan],"[[-0.02  0.02]
 [ 0.01  0.  ]]",[nan nan],"[[0.04 0.03]
 [0.02 0.  ]]",[nan nan],"[[-0.1   0.08]
 [ 0.04  0.01]]",[-0.01  0.04],[nan nan],[-0.    0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0347
Dataset 05,1147,[nan nan],"[[ 0.02  0.01]
 [-0.03 -0.01]]",[nan nan],"[[0.05 0.03]
 [0.05 0.03]]",[nan nan],"[[ 0.12  0.07]
 [-0.13 -0.07]]",[ 0.03 -0.  ],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0348
Dataset 05,1148,[nan nan],"[[ 0.03  0.01]
 [-0.01 -0.03]]",[nan nan],"[[0.06 0.01]
 [0.01 0.05]]",[nan nan],"[[ 0.14  0.03]
 [-0.03 -0.14]]",[-0.03  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0349
Dataset 05,1149,[nan nan],"[[-0.01 -0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.02 0.04]
 [0.01 0.02]]",[nan nan],"[[-0.04 -0.09]
 [-0.03 -0.06]]",[ 0.04 -0.  ],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0350
Dataset 05,1150,[nan nan],"[[-0.03  0.01]
 [ 0.   -0.  ]]",[nan nan],"[[0.05 0.01]
 [0.01 0.01]]",[nan nan],"[[-0.13  0.03]
 [ 0.02 -0.01]]",[-0.01 -0.01],[nan nan],[-0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0351
Dataset 05,1151,[nan nan],"[[-0.01  0.  ]
 [ 0.02  0.01]]",[nan nan],"[[0.01 0.01]
 [0.04 0.02]]",[nan nan],"[[-0.04  0.01]
 [ 0.1   0.04]]",[-0.    0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0352
Dataset 05,1152,[nan nan],"[[ 0.02  0.  ]
 [ 0.02 -0.03]]",[nan nan],"[[0.03 0.01]
 [0.05 0.06]]",[nan nan],"[[ 0.08  0.01]
 [ 0.12 -0.14]]",[-0.04 -0.  ],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0353
Dataset 05,1153,[nan nan],"[[ 0.    0.01]
 [-0.02 -0.03]]",[nan nan],"[[0.01 0.01]
 [0.05 0.06]]",[nan nan],"[[ 0.02  0.04]
 [-0.11 -0.14]]",[ 0.05 -0.  ],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0354
Dataset 05,1154,[nan nan],"[[ 0.01  0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.02 0.02]
 [0.02 0.05]]",[nan nan],"[[ 0.06  0.06]
 [-0.05 -0.11]]",[0.04 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0355
Dataset 05,1155,[nan nan],"[[ 0.02 -0.01]
 [ 0.02 -0.03]]",[nan nan],"[[0.04 0.02]
 [0.04 0.06]]",[nan nan],"[[ 0.1  -0.06]
 [ 0.11 -0.14]]",[0.01 0.04],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0356
Dataset 05,1156,[nan nan],"[[-0.01 -0.03]
 [-0.02  0.02]]",[nan nan],"[[0.02 0.05]
 [0.05 0.03]]",[nan nan],"[[-0.05 -0.14]
 [-0.11  0.08]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0357
Dataset 05,1157,[nan nan],"[[-0.03 -0.01]
 [ 0.    0.  ]]",[nan nan],"[[0.06 0.02]
 [0.01 0.01]]",[nan nan],"[[-0.14 -0.06]
 [ 0.01  0.02]]",[-0.   -0.02],[nan nan],[-0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0358
Dataset 05,1158,[nan nan],"[[ 0.02 -0.01]
 [-0.01 -0.03]]",[nan nan],"[[0.04 0.03]
 [0.02 0.06]]",[nan nan],"[[ 0.09 -0.06]
 [-0.05 -0.14]]",[0.02 0.04],[nan nan],[0.   0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0359
Dataset 05,1159,[nan nan],"[[-0.02  0.02]
 [-0.02 -0.02]]",[nan nan],"[[0.04 0.04]
 [0.05 0.05]]",[nan nan],"[[-0.09  0.11]
 [-0.12 -0.12]]",[-0.01  0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0360
Dataset 05,1160,[nan nan],"[[-0.    0.03]
 [-0.01  0.02]]",[nan nan],"[[0.   0.06]
 [0.02 0.04]]",[nan nan],"[[-0.01  0.14]
 [-0.05  0.1 ]]",[-0.03 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0361
Dataset 05,1161,[nan nan],"[[ 0.02  0.  ]
 [ 0.02 -0.01]]",[nan nan],"[[0.04 0.  ]
 [0.04 0.03]]",[nan nan],"[[ 0.09  0.  ]
 [ 0.1  -0.07]]",[-0.04  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0362
Dataset 05,1162,[nan nan],"[[-0.02 -0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.04 0.03]
 [0.03 0.02]]",[nan nan],"[[-0.11 -0.07]
 [-0.08 -0.04]]",[-0.03  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0363
Dataset 05,1163,[nan nan],"[[-0.    0.02]
 [-0.01  0.02]]",[nan nan],"[[0.   0.05]
 [0.02 0.05]]",[nan nan],"[[-0.01  0.12]
 [-0.05  0.11]]",[ 0.04 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0364
Dataset 05,1164,[nan nan],"[[-0.02 -0.01]
 [-0.   -0.02]]",[nan nan],"[[0.04 0.02]
 [0.   0.04]]",[nan nan],"[[-0.09 -0.05]
 [-0.   -0.09]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0365
Dataset 05,1165,[nan nan],"[[-0.    0.02]
 [ 0.02  0.01]]",[nan nan],"[[0.   0.03]
 [0.03 0.02]]",[nan nan],"[[-0.01  0.08]
 [ 0.08  0.06]]",[0.04 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0366
Dataset 05,1166,[nan nan],"[[ 0.02 -0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.04 0.02]
 [0.04 0.02]]",[nan nan],"[[ 0.09 -0.05]
 [-0.1  -0.05]]",[0.03 0.03],[nan nan],[0.01 0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0367
Dataset 05,1167,[nan nan],"[[ 0.01 -0.03]
 [-0.02  0.02]]",[nan nan],"[[0.02 0.06]
 [0.05 0.05]]",[nan nan],"[[ 0.05 -0.14]
 [-0.12  0.12]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0368
Dataset 05,1168,[nan nan],"[[-0.01  0.01]
 [-0.    0.02]]",[nan nan],"[[0.03 0.02]
 [0.   0.04]]",[nan nan],"[[-0.07  0.04]
 [-0.01  0.1 ]]",[-0.02  0.01],[nan nan],[-0.  0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0369
Dataset 05,1169,[nan nan],"[[-0.   -0.  ]
 [-0.    0.02]]",[nan nan],"[[0.01 0.01]
 [0.01 0.04]]",[nan nan],"[[-0.02 -0.01]
 [-0.02  0.1 ]]",[0.01 0.05],[nan nan],[0.   0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0370
Dataset 05,1170,[nan nan],"[[-0.   -0.  ]
 [-0.01  0.01]]",[nan nan],"[[0.   0.01]
 [0.03 0.02]]",[nan nan],"[[-0.01 -0.02]
 [-0.07  0.04]]",[0.05 0.03],[nan nan],[0.01 0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0371
Dataset 05,1171,[nan nan],"[[-0.02 -0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.03 0.05]
 [0.02 0.02]]",[nan nan],"[[-0.08 -0.11]
 [-0.06 -0.06]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0372
Dataset 05,1172,[nan nan],"[[ 0.02  0.02]
 [-0.   -0.  ]]",[nan nan],"[[0.04 0.04]
 [0.01 0.  ]]",[nan nan],"[[ 0.09  0.1 ]
 [-0.02 -0.01]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0373
Dataset 05,1173,[nan nan],"[[-0.01 -0.  ]
 [ 0.03  0.02]]",[nan nan],"[[0.02 0.  ]
 [0.05 0.04]]",[nan nan],"[[-0.05 -0.  ]
 [ 0.13  0.11]]",[-0.04 -0.  ],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0374
Dataset 05,1174,[nan nan],"[[ 0.01 -0.01]
 [-0.    0.02]]",[nan nan],"[[0.01 0.01]
 [0.   0.03]]",[nan nan],"[[ 0.03 -0.03]
 [-0.    0.09]]",[-0.04  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0375
Dataset 05,1175,[nan nan],"[[-0.   -0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.   0.05]
 [0.02 0.02]]",[nan nan],"[[-0.01 -0.12]
 [-0.04 -0.04]]",[-0.02  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0376
Dataset 05,1176,[nan nan],"[[-0.01  0.01]
 [ 0.02 -0.02]]",[nan nan],"[[0.02 0.03]
 [0.05 0.04]]",[nan nan],"[[-0.06  0.07]
 [ 0.12 -0.09]]",[ 0.02 -0.  ],[nan nan],[ 0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0377
Dataset 05,1177,[nan nan],"[[ 0.01 -0.01]
 [-0.03 -0.03]]",[nan nan],"[[0.02 0.02]
 [0.05 0.05]]",[nan nan],"[[ 0.05 -0.06]
 [-0.13 -0.14]]",[-0.05  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0378
Dataset 05,1178,[nan nan],"[[ 0.01  0.02]
 [-0.   -0.01]]",[nan nan],"[[0.03 0.04]
 [0.   0.02]]",[nan nan],"[[ 0.07  0.1 ]
 [-0.   -0.06]]",[ 0.04 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0379
Dataset 05,1179,[nan nan],"[[-0.    0.01]
 [ 0.01 -0.02]]",[nan nan],"[[0.   0.01]
 [0.03 0.04]]",[nan nan],"[[-0.    0.03]
 [ 0.07 -0.11]]",[0.02 0.05],[nan nan],[0.   0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0380
Dataset 05,1180,[nan nan],"[[-0.01  0.02]
 [ 0.01 -0.  ]]",[nan nan],"[[0.02 0.03]
 [0.01 0.  ]]",[nan nan],"[[-0.04  0.08]
 [ 0.03 -0.01]]",[0.01 0.01],[nan nan],[0. 0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0381
Dataset 05,1181,[nan nan],"[[ 0.02 -0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.05 0.01]
 [0.02 0.04]]",[nan nan],"[[ 0.12 -0.03]
 [-0.06 -0.1 ]]",[ 0.01 -0.01],[nan nan],[ 0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0382
Dataset 05,1182,[nan nan],"[[0.01 0.02]
 [0.01 0.02]]",[nan nan],"[[0.03 0.04]
 [0.02 0.04]]",[nan nan],"[[0.07 0.09]
 [0.05 0.11]]",[0.04 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0383
Dataset 05,1183,[nan nan],"[[ 0.02  0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.03 0.04]
 [0.01 0.01]]",[nan nan],"[[ 0.08  0.09]
 [-0.03 -0.03]]",[ 0.02 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0384
Dataset 05,1184,[nan nan],"[[-0.01  0.  ]
 [ 0.02  0.02]]",[nan nan],"[[0.03 0.  ]
 [0.04 0.04]]",[nan nan],"[[-0.07  0.01]
 [ 0.1   0.09]]",[-0.04 -0.04],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0385
Dataset 05,1185,[nan nan],"[[ 0.01 -0.02]
 [-0.   -0.03]]",[nan nan],"[[0.03 0.04]
 [0.   0.05]]",[nan nan],"[[ 0.07 -0.11]
 [-0.01 -0.13]]",[-0.04  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0386
Dataset 05,1186,[nan nan],"[[-0.03 -0.01]
 [-0.03  0.  ]]",[nan nan],"[[0.06 0.02]
 [0.06 0.  ]]",[nan nan],"[[-0.14 -0.06]
 [-0.14  0.01]]",[-0. -0.],[nan nan],[-0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0387
Dataset 05,1187,[nan nan],"[[-0.01  0.02]
 [-0.02  0.01]]",[nan nan],"[[0.03 0.05]
 [0.04 0.03]]",[nan nan],"[[-0.07  0.12]
 [-0.1   0.07]]",[-0.04  0.03],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0388
Dataset 05,1188,[nan nan],"[[ 0.01 -0.01]
 [ 0.    0.02]]",[nan nan],"[[0.01 0.02]
 [0.01 0.04]]",[nan nan],"[[ 0.03 -0.05]
 [ 0.02  0.09]]",[ 0.02 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0389
Dataset 05,1189,[nan nan],"[[ 0.   -0.02]
 [ 0.03 -0.02]]",[nan nan],"[[0.   0.05]
 [0.05 0.04]]",[nan nan],"[[ 0.   -0.12]
 [ 0.13 -0.09]]",[-0.03  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0390
Dataset 05,1190,[nan nan],"[[-0.02 -0.02]
 [ 0.   -0.01]]",[nan nan],"[[0.04 0.04]
 [0.01 0.02]]",[nan nan],"[[-0.09 -0.1 ]
 [ 0.02 -0.05]]",[-0.02  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0391
Dataset 05,1191,[nan nan],"[[-0.01 -0.02]
 [ 0.01 -0.02]]",[nan nan],"[[0.02 0.04]
 [0.02 0.04]]",[nan nan],"[[-0.06 -0.11]
 [ 0.05 -0.1 ]]",[-0.02 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0392
Dataset 05,1192,[nan nan],"[[ 0.02 -0.  ]
 [ 0.02 -0.01]]",[nan nan],"[[0.04 0.  ]
 [0.04 0.02]]",[nan nan],"[[ 0.09 -0.01]
 [ 0.1  -0.05]]",[ 0.03 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0393
Dataset 05,1193,[nan nan],"[[-0.02  0.01]
 [-0.03  0.  ]]",[nan nan],"[[0.05 0.02]
 [0.05 0.01]]",[nan nan],"[[-0.12  0.05]
 [-0.13  0.02]]",[ 0.04 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0394
Dataset 05,1194,[nan nan],"[[ 0.03  0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.06 0.01]
 [0.04 0.01]]",[nan nan],"[[ 0.14  0.03]
 [-0.11 -0.04]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0395
Dataset 05,1195,[nan nan],"[[-0.02 -0.02]
 [ 0.01  0.02]]",[nan nan],"[[0.03 0.04]
 [0.03 0.03]]",[nan nan],"[[-0.08 -0.09]
 [ 0.07  0.08]]",[-0.02 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0396
Dataset 05,1196,[nan nan],"[[-0.01  0.  ]
 [ 0.01  0.02]]",[nan nan],"[[0.02 0.01]
 [0.03 0.04]]",[nan nan],"[[-0.06  0.01]
 [ 0.07  0.09]]",[0.02 0.03],[nan nan],[0.   0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0397
Dataset 05,1197,[nan nan],"[[ 0.03 -0.01]
 [ 0.02  0.01]]",[nan nan],"[[0.05 0.03]
 [0.04 0.01]]",[nan nan],"[[ 0.14 -0.07]
 [ 0.1   0.03]]",[0.03 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0398
Dataset 05,1198,[nan nan],"[[-0.01  0.01]
 [ 0.02  0.  ]]",[nan nan],"[[0.01 0.01]
 [0.04 0.01]]",[nan nan],"[[-0.03  0.03]
 [ 0.09  0.02]]",[-0.02  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0399
Dataset 05,1199,[nan nan],"[[ 0.   -0.02]
 [ 0.   -0.01]]",[nan nan],"[[0.   0.03]
 [0.   0.03]]",[nan nan],"[[ 0.01 -0.08]
 [ 0.01 -0.07]]",[ 0.04 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0400
Dataset 05,1200,[nan nan],"[[-0.01  0.02]
 [ 0.    0.  ]]",[nan nan],"[[0.02 0.04]
 [0.   0.  ]]",[nan nan],"[[-0.04  0.11]
 [ 0.    0.01]]",[0.01 0.04],[nan nan],[0.   0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0401
Dataset 05,1201,[nan nan],"[[-0.02 -0.02]
 [ 0.01  0.02]]",[nan nan],"[[0.05 0.04]
 [0.02 0.04]]",[nan nan],"[[-0.12 -0.09]
 [ 0.06  0.1 ]]",[-0.02 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0402
Dataset 05,1202,[nan nan],"[[ 0.02 -0.01]
 [-0.02 -0.03]]",[nan nan],"[[0.04 0.02]
 [0.04 0.05]]",[nan nan],"[[ 0.09 -0.04]
 [-0.11 -0.13]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0403
Dataset 05,1203,[nan nan],"[[ 0.02  0.  ]
 [-0.    0.  ]]",[nan nan],"[[0.04 0.  ]
 [0.   0.  ]]",[nan nan],"[[ 0.1   0.  ]
 [-0.01  0.01]]",[-0.02  0.03],[nan nan],[-0.    0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0404
Dataset 05,1204,[nan nan],"[[-0.    0.  ]
 [-0.   -0.02]]",[nan nan],"[[0.   0.  ]
 [0.   0.04]]",[nan nan],"[[-0.01  0.01]
 [-0.   -0.09]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0405
Dataset 05,1205,[nan nan],"[[ 0.02 -0.03]
 [ 0.    0.01]]",[nan nan],"[[0.05 0.05]
 [0.01 0.02]]",[nan nan],"[[ 0.11 -0.13]
 [ 0.02  0.06]]",[-0.05  0.03],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0406
Dataset 05,1206,[nan nan],"[[-0.   -0.01]
 [ 0.01 -0.01]]",[nan nan],"[[0.01 0.02]
 [0.02 0.01]]",[nan nan],"[[-0.02 -0.06]
 [ 0.05 -0.03]]",[ 0.02 -0.02],[nan nan],[ 0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0407
Dataset 05,1207,[nan nan],"[[ 0.03 -0.03]
 [ 0.   -0.02]]",[nan nan],"[[0.05 0.05]
 [0.   0.04]]",[nan nan],"[[ 0.14 -0.13]
 [ 0.01 -0.09]]",[0.02 0.05],[nan nan],[0.   0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0408
Dataset 05,1208,[nan nan],"[[ 0.03  0.01]
 [-0.03 -0.02]]",[nan nan],"[[0.05 0.02]
 [0.06 0.04]]",[nan nan],"[[ 0.13  0.06]
 [-0.14 -0.1 ]]",[ 0.04 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0409
