dataset,neuron,mean,cov,mean_std,cov_std,mean_0,cov_0,jitter_0,loc_0,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,1209,[nan nan],"[[-0.   -0.01]
 [ 0.01 -0.01]]",[nan nan],"[[0.01 0.02]
 [0.02 0.02]]",[nan nan],"[[-0.02 -0.04]
 [ 0.05 -0.04]]",[-0.01 -0.02],[nan nan],[-0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0410
Dataset 05,1210,[nan nan],"[[-0.02  0.01]
 [ 0.01 -0.02]]",[nan nan],"[[0.04 0.02]
 [0.03 0.04]]",[nan nan],"[[-0.1   0.06]
 [ 0.07 -0.09]]",[ 0.04 -0.  ],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0411
Dataset 05,1211,[nan nan],"[[ 0.02  0.01]
 [ 0.01 -0.  ]]",[nan nan],"[[0.05 0.01]
 [0.03 0.01]]",[nan nan],"[[ 0.12  0.03]
 [ 0.06 -0.02]]",[ 0.   -0.01],[nan nan],[ 0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0412
Dataset 05,1212,[nan nan],"[[ 0.    0.01]
 [ 0.01 -0.01]]",[nan nan],"[[0.01 0.02]
 [0.02 0.02]]",[nan nan],"[[ 0.02  0.04]
 [ 0.05 -0.06]]",[-0.   -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0413
Dataset 05,1213,[nan nan],"[[ 0.03  0.  ]
 [-0.01  0.01]]",[nan nan],"[[0.05 0.01]
 [0.03 0.01]]",[nan nan],"[[ 0.13  0.02]
 [-0.07  0.03]]",[-0.02  0.01],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0414
Dataset 05,1214,[nan nan],"[[ 0.01  0.01]
 [-0.02  0.01]]",[nan nan],"[[0.01 0.02]
 [0.03 0.02]]",[nan nan],"[[ 0.03  0.05]
 [-0.08  0.04]]",[-0.02 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0415
Dataset 05,1215,[nan nan],"[[ 0.    0.02]
 [-0.02 -0.01]]",[nan nan],"[[0.01 0.04]
 [0.03 0.01]]",[nan nan],"[[ 0.02  0.09]
 [-0.08 -0.04]]",[-0.02 -0.  ],[nan nan],[-0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0416
Dataset 05,1216,[nan nan],"[[-0.01  0.03]
 [ 0.02  0.01]]",[nan nan],"[[0.03 0.05]
 [0.04 0.02]]",[nan nan],"[[-0.07  0.14]
 [ 0.1   0.04]]",[0.01 0.04],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0417
Dataset 05,1217,[nan nan],"[[ 0.02 -0.01]
 [-0.02 -0.03]]",[nan nan],"[[0.05 0.01]
 [0.03 0.05]]",[nan nan],"[[ 0.12 -0.03]
 [-0.08 -0.13]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0418
Dataset 05,1218,[nan nan],"[[0.01 0.  ]
 [0.01 0.  ]]",[nan nan],"[[0.02 0.  ]
 [0.02 0.  ]]",[nan nan],"[[0.04 0.  ]
 [0.05 0.  ]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0419
Dataset 05,1219,[nan nan],"[[ 0.03 -0.01]
 [ 0.01 -0.01]]",[nan nan],"[[0.05 0.02]
 [0.02 0.02]]",[nan nan],"[[ 0.13 -0.05]
 [ 0.05 -0.05]]",[ 0.05 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0420
Dataset 05,1220,[nan nan],"[[ 0.   -0.03]
 [-0.01  0.01]]",[nan nan],"[[0.01 0.05]
 [0.02 0.02]]",[nan nan],"[[ 0.02 -0.13]
 [-0.05  0.05]]",[ 0.04 -0.04],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0421
Dataset 05,1221,[nan nan],"[[ 0.02 -0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.05 0.01]
 [0.02 0.04]]",[nan nan],"[[ 0.12 -0.04]
 [-0.06 -0.11]]",[-0.02 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0422
Dataset 05,1222,[nan nan],"[[ 0.02 -0.01]
 [-0.03  0.01]]",[nan nan],"[[0.04 0.01]
 [0.05 0.01]]",[nan nan],"[[ 0.1  -0.03]
 [-0.14  0.03]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0423
Dataset 05,1223,[nan nan],"[[-0.01  0.03]
 [-0.02  0.01]]",[nan nan],"[[0.02 0.05]
 [0.04 0.02]]",[nan nan],"[[-0.04  0.13]
 [-0.1   0.06]]",[-0.   -0.02],[nan nan],[-0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0424
Dataset 05,1224,[nan nan],"[[ 0.02 -0.02]
 [ 0.01  0.02]]",[nan nan],"[[0.05 0.03]
 [0.01 0.05]]",[nan nan],"[[ 0.12 -0.08]
 [ 0.03  0.12]]",[-0.   -0.04],[nan nan],[-0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0425
Dataset 05,1225,[nan nan],"[[-0.03 -0.  ]
 [ 0.   -0.  ]]",[nan nan],"[[0.05 0.01]
 [0.   0.01]]",[nan nan],"[[-0.14 -0.02]
 [ 0.01 -0.02]]",[ 0.03 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0426
Dataset 05,1226,[nan nan],"[[ 0.01  0.01]
 [-0.02  0.02]]",[nan nan],"[[0.02 0.01]
 [0.05 0.04]]",[nan nan],"[[ 0.06  0.03]
 [-0.11  0.09]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0427
Dataset 05,1227,[nan nan],"[[ 0.    0.02]
 [-0.02 -0.02]]",[nan nan],"[[0.01 0.04]
 [0.04 0.03]]",[nan nan],"[[ 0.02  0.11]
 [-0.1  -0.08]]",[-0.03  0.03],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0428
Dataset 05,1228,[nan nan],"[[-0.01  0.02]
 [ 0.01  0.  ]]",[nan nan],"[[0.01 0.03]
 [0.03 0.  ]]",[nan nan],"[[-0.03  0.08]
 [ 0.07  0.  ]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0429
Dataset 05,1229,[nan nan],"[[ 0.02  0.  ]
 [-0.02  0.02]]",[nan nan],"[[0.04 0.01]
 [0.03 0.04]]",[nan nan],"[[ 0.09  0.02]
 [-0.09  0.1 ]]",[0.02 0.02],[nan nan],[0. 0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0430
Dataset 05,1230,[nan nan],"[[-0.02 -0.01]
 [ 0.    0.02]]",[nan nan],"[[0.03 0.01]
 [0.   0.04]]",[nan nan],"[[-0.08 -0.03]
 [ 0.01  0.09]]",[ 0.05 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0431
Dataset 05,1231,[nan nan],"[[-0.02 -0.02]
 [ 0.01  0.02]]",[nan nan],"[[0.03 0.05]
 [0.02 0.05]]",[nan nan],"[[-0.08 -0.12]
 [ 0.05  0.12]]",[ 0.02 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0432
Dataset 05,1232,[nan nan],"[[-0.01 -0.03]
 [ 0.   -0.01]]",[nan nan],"[[0.02 0.05]
 [0.01 0.02]]",[nan nan],"[[-0.05 -0.13]
 [ 0.01 -0.05]]",[-0.02 -0.04],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0433
Dataset 05,1233,[nan nan],"[[-0.02 -0.01]
 [ 0.    0.03]]",[nan nan],"[[0.04 0.02]
 [0.01 0.05]]",[nan nan],"[[-0.09 -0.06]
 [ 0.02  0.13]]",[ 0.03 -0.04],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0434
Dataset 05,1234,[nan nan],"[[-0.03 -0.01]
 [ 0.02 -0.03]]",[nan nan],"[[0.06 0.03]
 [0.04 0.05]]",[nan nan],"[[-0.14 -0.06]
 [ 0.11 -0.13]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0435
Dataset 05,1235,[nan nan],"[[-0.02 -0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.04 0.02]
 [0.01 0.04]]",[nan nan],"[[-0.09 -0.05]
 [-0.04 -0.11]]",[0.02 0.04],[nan nan],[0.   0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0436
Dataset 05,1236,[nan nan],"[[ 0.02  0.02]
 [-0.01  0.02]]",[nan nan],"[[0.03 0.04]
 [0.02 0.04]]",[nan nan],"[[ 0.08  0.09]
 [-0.06  0.1 ]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0437
Dataset 05,1237,[nan nan],"[[-0.02 -0.  ]
 [-0.02  0.01]]",[nan nan],"[[0.05 0.01]
 [0.04 0.02]]",[nan nan],"[[-0.12 -0.02]
 [-0.11  0.05]]",[-0.03 -0.  ],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0438
Dataset 05,1238,[nan nan],"[[ 0.02 -0.01]
 [-0.    0.01]]",[nan nan],"[[0.05 0.02]
 [0.01 0.02]]",[nan nan],"[[ 0.12 -0.06]
 [-0.02  0.05]]",[0.05 0.04],[nan nan],[0.01 0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0439
Dataset 05,1239,[nan nan],"[[ 0.02  0.  ]
 [-0.01  0.01]]",[nan nan],"[[0.04 0.  ]
 [0.01 0.02]]",[nan nan],"[[ 0.1   0.  ]
 [-0.03  0.04]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0440
Dataset 05,1240,[nan nan],"[[-0.01 -0.  ]
 [-0.02 -0.03]]",[nan nan],"[[0.02 0.01]
 [0.05 0.05]]",[nan nan],"[[-0.06 -0.02]
 [-0.12 -0.13]]",[-0.01 -0.01],[nan nan],[-0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0441
Dataset 05,1241,[nan nan],"[[-0.   -0.01]
 [-0.02  0.02]]",[nan nan],"[[0.   0.03]
 [0.04 0.04]]",[nan nan],"[[-0.01 -0.07]
 [-0.1   0.11]]",[0.   0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0442
Dataset 05,1242,[nan nan],"[[-0.02  0.  ]
 [-0.02  0.  ]]",[nan nan],"[[0.04 0.01]
 [0.04 0.  ]]",[nan nan],"[[-0.1   0.02]
 [-0.1   0.  ]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0443
Dataset 05,1243,[nan nan],"[[ 0.01 -0.02]
 [-0.03 -0.02]]",[nan nan],"[[0.02 0.05]
 [0.05 0.04]]",[nan nan],"[[ 0.06 -0.12]
 [-0.13 -0.1 ]]",[-0.01 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0444
Dataset 05,1244,[nan nan],"[[-0.01 -0.02]
 [-0.03  0.  ]]",[nan nan],"[[0.03 0.03]
 [0.05 0.  ]]",[nan nan],"[[-0.07 -0.08]
 [-0.13  0.  ]]",[ 0.   -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0445
Dataset 05,1245,[nan nan],"[[ 0.01 -0.01]
 [-0.02  0.03]]",[nan nan],"[[0.02 0.03]
 [0.05 0.05]]",[nan nan],"[[ 0.05 -0.07]
 [-0.12  0.13]]",[-0.01  0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0446
Dataset 05,1246,[nan nan],"[[ 0.02 -0.03]
 [ 0.01  0.01]]",[nan nan],"[[0.03 0.06]
 [0.02 0.03]]",[nan nan],"[[ 0.08 -0.14]
 [ 0.06  0.07]]",[-0.05  0.05],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0447
Dataset 05,1247,[nan nan],"[[-0.03 -0.01]
 [-0.02  0.02]]",[nan nan],"[[0.05 0.02]
 [0.04 0.04]]",[nan nan],"[[-0.13 -0.06]
 [-0.09  0.11]]",[-0.05 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0448
Dataset 05,1248,[nan nan],"[[-0.02  0.02]
 [ 0.02  0.03]]",[nan nan],"[[0.04 0.04]
 [0.04 0.06]]",[nan nan],"[[-0.1   0.1 ]
 [ 0.1   0.14]]",[ 0.01 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0450
Dataset 05,1249,[nan nan],"[[-0.02 -0.02]
 [ 0.   -0.  ]]",[nan nan],"[[0.04 0.05]
 [0.   0.  ]]",[nan nan],"[[-0.1  -0.12]
 [ 0.01 -0.  ]]",[0.03 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0451
Dataset 05,1250,[nan nan],"[[-0.03 -0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.05 0.03]
 [0.02 0.03]]",[nan nan],"[[-0.13 -0.08]
 [-0.05 -0.07]]",[0.   0.05],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0452
Dataset 05,1251,[nan nan],"[[ 0.    0.03]
 [-0.01  0.03]]",[nan nan],"[[0.01 0.05]
 [0.01 0.05]]",[nan nan],"[[ 0.02  0.13]
 [-0.03  0.13]]",[-0.01 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0453
Dataset 05,1252,[nan nan],"[[0.01 0.02]
 [0.03 0.02]]",[nan nan],"[[0.02 0.03]
 [0.06 0.05]]",[nan nan],"[[0.04 0.08]
 [0.14 0.12]]",[0.03 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0454
Dataset 05,1253,[nan nan],"[[-0.01 -0.01]
 [ 0.01 -0.01]]",[nan nan],"[[0.03 0.03]
 [0.01 0.02]]",[nan nan],"[[-0.07 -0.06]
 [ 0.03 -0.05]]",[-0.03 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0455
Dataset 05,1254,[nan nan],"[[-0.01 -0.01]
 [-0.01  0.02]]",[nan nan],"[[0.02 0.03]
 [0.01 0.03]]",[nan nan],"[[-0.04 -0.07]
 [-0.03  0.08]]",[0.04 0.01],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0457
Dataset 05,1255,[nan nan],"[[-0.02  0.  ]
 [ 0.02  0.02]]",[nan nan],"[[0.05 0.01]
 [0.03 0.04]]",[nan nan],"[[-0.12  0.02]
 [ 0.08  0.11]]",[-0.04  0.03],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0458
Dataset 05,1256,[nan nan],"[[ 0.01  0.01]
 [-0.   -0.01]]",[nan nan],"[[0.01 0.03]
 [0.01 0.02]]",[nan nan],"[[ 0.04  0.07]
 [-0.02 -0.05]]",[-0.01  0.01],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0459
Dataset 05,1257,[nan nan],"[[-0.03  0.01]
 [ 0.01  0.01]]",[nan nan],"[[0.05 0.02]
 [0.02 0.03]]",[nan nan],"[[-0.13  0.06]
 [ 0.04  0.07]]",[ 0.01 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0461
Dataset 05,1258,[nan nan],"[[-0.02 -0.02]
 [-0.01 -0.02]]",[nan nan],"[[0.03 0.04]
 [0.02 0.04]]",[nan nan],"[[-0.08 -0.11]
 [-0.05 -0.09]]",[0.02 0.  ],[nan nan],[0. 0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0462
Dataset 05,1259,[nan nan],"[[ 0.    0.03]
 [ 0.01 -0.  ]]",[nan nan],"[[0.   0.05]
 [0.01 0.01]]",[nan nan],"[[ 0.01  0.13]
 [ 0.03 -0.02]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0463
Dataset 05,1260,[nan nan],"[[0.01 0.03]
 [0.01 0.02]]",[nan nan],"[[0.01 0.05]
 [0.01 0.04]]",[nan nan],"[[0.03 0.13]
 [0.03 0.1 ]]",[ 0.03 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0464
Dataset 05,1261,[nan nan],"[[ 0.01 -0.  ]
 [-0.02  0.01]]",[nan nan],"[[0.02 0.01]
 [0.04 0.02]]",[nan nan],"[[ 0.05 -0.01]
 [-0.09  0.04]]",[-0.03  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0465
Dataset 05,1262,[nan nan],"[[-0.   -0.  ]
 [ 0.03  0.02]]",[nan nan],"[[0.   0.  ]
 [0.05 0.03]]",[nan nan],"[[-0.01 -0.01]
 [ 0.13  0.08]]",[-0.03 -0.05],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0466
Dataset 05,1263,[nan nan],"[[-0.   -0.02]
 [ 0.01 -0.02]]",[nan nan],"[[0.   0.05]
 [0.02 0.05]]",[nan nan],"[[-0.01 -0.11]
 [ 0.05 -0.11]]",[0.04 0.03],[nan nan],[0.01 0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0467
Dataset 05,1264,[nan nan],"[[-0.01  0.02]
 [ 0.02 -0.01]]",[nan nan],"[[0.03 0.03]
 [0.05 0.01]]",[nan nan],"[[-0.06  0.08]
 [ 0.11 -0.03]]",[ 0. -0.],[nan nan],[ 0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0468
Dataset 05,1265,[nan nan],"[[ 0.01  0.01]
 [-0.01  0.  ]]",[nan nan],"[[0.01 0.01]
 [0.01 0.01]]",[nan nan],"[[ 0.03  0.03]
 [-0.04  0.02]]",[ 0.05 -0.  ],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0469
Dataset 05,1266,[nan nan],"[[-0.02 -0.03]
 [-0.    0.01]]",[nan nan],"[[0.05 0.05]
 [0.   0.01]]",[nan nan],"[[-0.11 -0.13]
 [-0.01  0.03]]",[ 0.02 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0470
Dataset 05,1267,[nan nan],"[[0.02 0.  ]
 [0.01 0.01]]",[nan nan],"[[0.03 0.  ]
 [0.01 0.02]]",[nan nan],"[[0.08 0.01]
 [0.03 0.06]]",[-0.03  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0471
Dataset 05,1268,[nan nan],"[[-0.01 -0.01]
 [ 0.01 -0.02]]",[nan nan],"[[0.02 0.01]
 [0.03 0.05]]",[nan nan],"[[-0.06 -0.04]
 [ 0.07 -0.12]]",[0.03 0.04],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0472
Dataset 05,1269,[nan nan],"[[ 0.01 -0.03]
 [-0.02  0.01]]",[nan nan],"[[0.01 0.05]
 [0.03 0.02]]",[nan nan],"[[ 0.03 -0.13]
 [-0.08  0.05]]",[-0.02  0.03],[nan nan],[-0.    0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0473
Dataset 05,1270,[nan nan],"[[0.03 0.01]
 [0.03 0.02]]",[nan nan],"[[0.05 0.02]
 [0.05 0.05]]",[nan nan],"[[0.13 0.05]
 [0.13 0.12]]",[ 0.03 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0474
Dataset 05,1271,[nan nan],"[[0.01 0.01]
 [0.02 0.  ]]",[nan nan],"[[0.01 0.02]
 [0.03 0.  ]]",[nan nan],"[[0.04 0.04]
 [0.08 0.01]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0475
Dataset 05,1272,[nan nan],"[[ 0.01 -0.  ]
 [-0.01  0.01]]",[nan nan],"[[0.01 0.  ]
 [0.01 0.01]]",[nan nan],"[[ 0.03 -0.  ]
 [-0.03  0.03]]",[-0.   -0.02],[nan nan],[-0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0476
Dataset 05,1273,[nan nan],"[[-0.01  0.  ]
 [ 0.02 -0.01]]",[nan nan],"[[0.03 0.01]
 [0.04 0.02]]",[nan nan],"[[-0.07  0.02]
 [ 0.11 -0.06]]",[-0.02  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0477
Dataset 05,1274,[nan nan],"[[ 0.01 -0.01]
 [-0.01  0.02]]",[nan nan],"[[0.03 0.02]
 [0.02 0.04]]",[nan nan],"[[ 0.06 -0.05]
 [-0.05  0.11]]",[ 0.04 -0.04],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0478
Dataset 05,1275,[nan nan],"[[-0.02  0.03]
 [-0.02 -0.01]]",[nan nan],"[[0.04 0.05]
 [0.04 0.02]]",[nan nan],"[[-0.11  0.13]
 [-0.09 -0.05]]",[-0.03  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0479
Dataset 05,1276,[nan nan],"[[-0.02  0.02]
 [ 0.03  0.02]]",[nan nan],"[[0.04 0.05]
 [0.05 0.03]]",[nan nan],"[[-0.1   0.12]
 [ 0.13  0.08]]",[-0.01  0.  ],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_5_0480
Dataset 05,1277,[nan nan],"[[-0.   -0.02]
 [-0.03 -0.02]]",[nan nan],"[[0.01 0.04]
 [0.06 0.04]]",[nan nan],"[[-0.02 -0.09]
 [-0.14 -0.09]]",[ 0.01 -0.02],[nan nan],[ 0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0481
Dataset 05,1278,[nan nan],"[[ 0.   -0.01]
 [ 0.   -0.01]]",[nan nan],"[[0.01 0.02]
 [0.   0.02]]",[nan nan],"[[ 0.02 -0.06]
 [ 0.   -0.05]]",[-0.03  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0482
Dataset 05,1279,[nan nan],"[[ 0.02 -0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.04 0.02]
 [0.01 0.04]]",[nan nan],"[[ 0.11 -0.04]
 [-0.03 -0.11]]",[-0.04 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0483
Dataset 05,1280,[nan nan],"[[-0.    0.01]
 [-0.    0.01]]",[nan nan],"[[0.   0.02]
 [0.01 0.03]]",[nan nan],"[[-0.01  0.04]
 [-0.02  0.07]]",[-0.02 -0.02],[nan nan],[-0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0484
Dataset 05,1281,[nan nan],"[[-0.01  0.01]
 [ 0.02  0.01]]",[nan nan],"[[0.02 0.01]
 [0.05 0.02]]",[nan nan],"[[-0.05  0.03]
 [ 0.11  0.04]]",[ 0.04 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_5_0485
Dataset 05,1282,[nan nan],"[[-0.02  0.  ]
 [-0.01 -0.01]]",[nan nan],"[[0.05 0.  ]
 [0.01 0.03]]",[nan nan],"[[-0.12  0.  ]
 [-0.03 -0.07]]",[0.02 0.02],[nan nan],[0. 0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0486
Dataset 05,1283,[nan nan],"[[ 0.01  0.01]
 [-0.02  0.03]]",[nan nan],"[[0.02 0.02]
 [0.05 0.05]]",[nan nan],"[[ 0.06  0.05]
 [-0.12  0.14]]",[0.05 0.05],[nan nan],[0.01 0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0487
Dataset 05,1284,[nan nan],"[[ 0.   -0.03]
 [ 0.02 -0.01]]",[nan nan],"[[0.   0.05]
 [0.05 0.02]]",[nan nan],"[[ 0.01 -0.13]
 [ 0.12 -0.05]]",[0.03 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0488
Dataset 05,1285,[nan nan],"[[ 0.01 -0.  ]
 [-0.01 -0.01]]",[nan nan],"[[0.02 0.01]
 [0.01 0.02]]",[nan nan],"[[ 0.06 -0.02]
 [-0.03 -0.04]]",[ 0.03 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_5_0489
Dataset 05,1286,[nan nan],"[[ 0.01  0.02]
 [ 0.02 -0.02]]",[nan nan],"[[0.03 0.03]
 [0.04 0.05]]",[nan nan],"[[ 0.07  0.09]
 [ 0.11 -0.12]]",[-0.02 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_5_0490
